1.208608313007861845e+01,-3.634774253572397384e+01,4.321346287566956335e+01
1.627917861662258403e+01,-3.459355807827102325e+01,4.083239236954416640e+01
-1.543757273084514736e+01,-4.868963800680169385e+01,3.731423083331303303e+01
-9.161879313763806820e+00,-4.693866326410598333e+01,3.988367755119671187e+01
5.723694008697379765e-01,-4.631088492015113900e+01,4.144188381060017434e+01
9.939894541461560706e+00,-4.707800613846415416e+01,3.979562017745440272e+01
1.649495927370276149e+01,-4.896132870398814418e+01,3.697020949837928327e+01
-1.376815907944564010e+01,6.006047308126110096e+00,3.885209713364150730e+01
-2.055079911251256419e+01,2.834602470451044187e+00,3.858806058896269775e+01
-3.246781979292153153e+01,-9.129051624219575167e-01,3.698514308121784211e+01
-4.490295266628367443e+01,-5.285018315833865721e+00,2.976141257445859623e+01
-1.234980583258689357e+01,-5.031857754203585387e+00,4.511379921363125334e+01
-1.835249640321741893e+01,-1.492858550114353378e+01,4.471734077405280061e+01
-2.142414262169641503e+01,-2.332724610348081029e+01,4.472936155447799678e+01
-2.428110335846833934e+01,-3.257015034240177442e+01,4.246761726700746209e+01
-2.462733142676081144e+01,-3.889784363879942219e+01,3.936528132017116377e+01
-2.235278400126182774e+01,-4.163415615667808822e+01,3.804868390336969952e+01
-2.039901295170210460e+01,-4.625601475305707311e+01,3.626189191932928679e+01
1.401005338177561121e+01,5.734386412111073916e+00,3.899745415683167948e+01
2.433262805179297672e+01,1.578883456971994947e+00,3.837766419968360765e+01
3.633029683371787399e+01,-1.661461427592755724e+00,3.594655928084866758e+01
4.800815070474649815e+01,-1.077419734839611820e+01,2.739738547477791997e+01
1.234527620360564271e+01,-5.155697539414902941e+00,4.531403995367440984e+01
1.864489149927168654e+01,-1.505621331579511413e+01,4.487208141825620089e+01
2.151520590627143648e+01,-2.354396020601227235e+01,4.481838864816989343e+01
2.470337576794747392e+01,-3.285147559295007369e+01,4.246391553054112222e+01
2.544099207103465687e+01,-3.947656258696743237e+01,3.918858986108617160e+01
2.303781299851347697e+01,-4.201513334648294773e+01,3.794145779338164459e+01
2.087553332812539608e+01,-4.642880958853881168e+01,3.618396724794527586e+01
-8.927994978097318679e+00,-4.893256723510857498e+00,5.099909443202059833e+01
9.018917320812553484e+00,-4.912962778559090360e+00,5.095096824891732723e+01
-6.152252983983225931e+01,1.062693190889227068e+01,-1.639754665631648933e+01
-5.335857727185400279e+01,-2.177076976630803529e+01,-1.389959156362469272e+01
6.218839520584523228e+01,1.076760196360285704e+01,-1.666220707478401764e+01
5.388098755365189874e+01,-2.185941339821318508e+01,-1.402059630975799109e+01
2.994465309763755245e-01,1.017704986813703130e+02,-5.827295215048393118e+01
5.779331223640843396e-01,-3.334602234494500550e+01,-7.353459044002164546e+01
-1.023088748609098375e-01,5.881200103908418697e+01,4.584192011827784086e+01
4.207867579334498287e-01,3.678059642408120666e+00,-9.347111326660126451e+01
-6.503052992211762273e+01,2.880809264732088693e+01,-2.991970286222927555e+01
6.550146951763630909e+01,2.883482108986109793e+01,-2.939699104285870845e+01
