-3.572881068395952298e+01,9.740099993969845826e+00,3.209240329037884010e+01
-1.402268102580743481e+01,9.323060326668583642e+00,3.729435594586536240e+01
-2.640427955615919586e+01,1.482979663271841098e+01,3.867729128739171074e+01
-2.687862959799208795e+01,5.657959814915531460e+00,3.703269188385195321e+01
3.586294237373377314e+01,9.792625879560251434e+00,3.232311426061848181e+01
1.416381492531476560e+01,9.318982066375026463e+00,3.731641808532957327e+01
2.650121504519166393e+01,1.494426201241638985e+01,3.883220119784623847e+01
2.702199416796062081e+01,5.695382744901704264e+00,3.713616008315916872e+01
-2.247557216095321309e+01,1.003000234569538307e+01,3.759406348286658783e+01
2.250800516086950864e+01,1.004483314385841020e+01,3.782483318004236139e+01
1.308047463959365886e-01,2.683466118467113404e+01,4.782921356256576928e+01
9.439344345919033208e-02,1.524807270927329661e+01,4.542947262137197129e+01
-5.316386601833339398e+01,1.107274450958058409e+01,1.620704834853507137e+01
5.365001217236157061e+01,1.170700428186465558e+01,1.588980587011007906e+01
-7.475700892852508994e-03,-5.287286589510383550e+00,5.671433048689650747e+01
9.872997845142147955e-02,-1.483757927701421764e+01,4.994815504973817610e+01
-7.084001740188161200e+00,-6.740582081843675688e+00,5.408590504302524948e+01
-1.248376629793920145e+01,-1.065306323131636290e+01,4.822334199474685335e+01
-1.045818909621716486e+01,-1.343219502590430636e+01,4.789008178037647667e+01
-3.306496420752107479e+00,-1.317382963254370054e+01,4.966767423300915141e+01
7.129288746316868597e+00,-6.786595786223633020e+00,5.408130451341668277e+01
1.254030944779881906e+01,-1.056937351935722624e+01,4.829071708985610911e+01
1.060605714167973268e+01,-1.351689893499793271e+01,4.782023107514967819e+01
3.483650228937896998e+00,-1.314062584099039377e+01,4.944802013924532247e+01
1.289334716610146814e-01,-2.593082887231106781e+01,5.183568883445006037e+01
1.809890738175377878e-01,-2.909208151906139150e+01,4.945153834597428499e+01
3.413834707948502634e-01,-3.487112852110535499e+01,4.602489039752984468e+01
3.878680951404716026e-01,-3.823903896076394915e+01,4.637048465787405149e+01
-1.706805099068802889e+01,-3.329365542074171458e+01,4.125581600914761538e+01
1.737899293691923219e+01,-3.330988838218260639e+01,4.131842510883773656e+01
-4.251009805604843983e+00,-2.567977565643927562e+01,5.133249707704310794e+01
4.631071300465709584e+00,-2.566729447898613259e+01,5.132809631488350277e+01
5.425985566514439640e-01,-5.674206790429624192e+01,4.069108336083554889e+01
5.053181855084499796e-01,-6.353362707163270784e+01,3.409656429855945703e+01
-5.581348488299413901e+01,-9.381884174575976232e+00,-1.358957347751840672e+01
5.624508259603395999e+01,-9.145565486717829984e+00,-1.337593045030098438e+01
-3.869752418287002627e+01,2.464217574823330992e+01,3.632707908302155175e+01
3.899173777318375755e+01,2.474793324413735363e+01,3.636933035790477931e+01
1.596446014151345627e-01,2.825752060855675207e+00,5.143691363237013547e+01
-3.170200509061015026e+01,1.350250975309707968e+01,3.633416691841511437e+01
-2.081014548642537321e+01,1.450177965780334510e+01,3.872944832635720758e+01
-2.041933116747001975e+01,6.091628311656512196e+00,3.764432565488011306e+01
-3.230429341409690380e+01,6.989424156270414912e+00,3.452807098335987490e+01
3.181985435558757658e+01,1.365084547237002965e+01,3.651583081182938884e+01
2.091729115446583620e+01,1.452006656453980504e+01,3.884449248850841485e+01
2.052833528238163652e+01,6.060888857923400153e+00,3.775474866074678459e+01
3.122028401293152911e+01,6.578059841096573379e+00,3.541396154077638414e+01
-4.455845157276962709e+01,2.065034703993315901e+01,2.948157935953183895e+01
-3.003168190230543644e+01,2.636506545616083130e+01,4.174338968591936094e+01
-2.107574111083302526e+01,2.672472632152847538e+01,4.463163996725968019e+01
-1.435033649391577271e+01,2.681938286795077531e+01,4.603260828670077132e+01
4.471971536964232996e+01,2.137307953330944343e+01,2.963966447527394266e+01
2.976332338171352276e+01,2.682038540202450960e+01,4.211623050128295631e+01
2.185231161808278699e+01,2.714357853575775081e+01,4.473359353637410152e+01
1.444592677156345673e+01,2.699398925457666110e+01,4.616631461496386635e+01
-1.102427320842676828e+01,-2.830733518278479721e+01,4.775471899487056504e+01
-1.590731883745689146e+01,-3.184738258372867392e+01,4.293116727538063770e+01
1.134132892791482838e+01,-2.838702135358163048e+01,4.772276952956641338e+01
1.615233265473991509e+01,-3.190500143625850171e+01,4.295483751032016073e+01
-4.168944467131017184e+00,-2.903977310062985140e+01,4.895515617630005067e+01
-8.453326621609978275e+00,-2.998148957416219318e+01,4.697239632754554606e+01
-1.299106276029154827e+01,-3.194771097909164581e+01,4.333673025194789830e+01
-1.545829828715735488e+01,-3.311326633433714051e+01,4.083887341055117304e+01
5.243332361834951882e+00,-2.915584781870012421e+01,4.869345915307478379e+01
9.058388398311473466e+00,-3.020201590893394439e+01,4.668378993120378340e+01
1.345246640900010071e+01,-3.200016656611546040e+01,4.323165844145827208e+01
1.575995189534227237e+01,-3.314594002208645662e+01,4.085104838726078924e+01
-3.765111798364334295e+00,-3.462383838230975641e+01,4.576678438802483839e+01
-7.109958913422343763e+00,-3.420992814426993078e+01,4.489273829626614543e+01
-1.350332258069133040e+01,-3.339147485314376951e+01,4.148385430481088321e+01
4.613586265586858026e+00,-3.452038553782202257e+01,4.569643904401453938e+01
7.772598387454012325e+00,-3.420038601940901657e+01,4.482291603064059871e+01
1.374523141198905307e+01,-3.328764902534450698e+01,4.140418153334027096e+01
-4.178695286043605961e+00,-3.807111147301893084e+01,4.614405278739499749e+01
-1.166765322175080932e+01,-3.641546468928538616e+01,4.329579324303217902e+01
-1.581799876921749082e+01,-3.454457527282961138e+01,4.090223061908876900e+01
4.854530974964899492e+00,-3.797082192637937936e+01,4.617680389519458117e+01
